token_name,blockchain,aum,daily_yield_pct,date
BUIDL,solana,"571,488,616.03",0.000094689,2026-06-02
BUIDL,avalanche,"414,390,789.10",0.000094694,2026-06-02
BUIDL,aptos,"241,932,917.02",0.000094695,2026-06-02
BUIDL,ethereum,"178,560,291.85",0.000086473,2026-06-02
BUIDL,bnb,"110,247,696.31",0.000095239,2026-06-02
BUIDL,optimism,"26,196,138.04",0.000086475,2026-06-02
BUIDL,arbitrum,"25,543,546.83",0.000086477,2026-06-02
BUIDL,polygon,"14,174,533.49",0.000094694,2026-06-02
BUIDL-I,ethereum,"838,628,735.23",0.000095845,2026-06-01
BUIDL,solana,"617,399,949.45",0.000095022,2026-06-01
BUIDL,avalanche,"376,355,024.84",0.000095028,2026-06-01
BUIDL,aptos,"241,909,928.81",0.000095028,2026-06-01
BUIDL,ethereum,"178,544,792.91",0.000086807,2026-06-01
BUIDL,bnb,"110,237,160.61",0.000095573,2026-06-01
BUIDL,optimism,"26,193,864.20",0.000086808,2026-06-01
BUIDL,arbitrum,"25,541,329.56",0.000086811,2026-06-01
BUIDL,polygon,"14,173,186.66",0.000095027,2026-06-01
BUIDL-I,ethereum,"838,388,355.88",0.000095572,2026-05-31
BUIDL,solana,"617,224,505.25",0.000094749,2026-05-31
BUIDL,avalanche,"386,245,228.83",0.000094755,2026-05-31
BUIDL,aptos,"241,841,181.83",0.000094755,2026-05-31
BUIDL,ethereum,"178,498,454.91",0.000086533,2026-05-31
BUIDL,bnb,"110,205,652.81",0.000095300,2026-05-31
BUIDL,optimism,"26,187,065.90",0.000086535,2026-05-31
BUIDL,arbitrum,"25,534,700.44",0.000086537,2026-05-31
BUIDL,polygon,"14,169,158.89",0.000094754,2026-05-31
BUIDL-I,ethereum,"838,388,355.88",0.000095572,2026-05-30
BUIDL,solana,"617,224,505.25",0.000094749,2026-05-30
BUIDL,avalanche,"386,245,228.83",0.000094755,2026-05-30
BUIDL,aptos,"241,841,181.83",0.000094755,2026-05-30
BUIDL,ethereum,"178,498,454.91",0.000086533,2026-05-30
BUIDL,bnb,"110,205,652.81",0.000095300,2026-05-30
BUIDL,optimism,"26,187,065.90",0.000086535,2026-05-30
BUIDL,arbitrum,"25,534,700.44",0.000086537,2026-05-30
BUIDL,polygon,"14,169,158.89",0.000094754,2026-05-30
BUIDL-I,ethereum,"838,388,355.88",0.000095572,2026-05-29
BUIDL,solana,"617,224,505.25",0.000094749,2026-05-29
BUIDL,avalanche,"386,245,228.83",0.000094755,2026-05-29
BUIDL,aptos,"241,841,181.83",0.000094755,2026-05-29
BUIDL,ethereum,"178,498,454.91",0.000086533,2026-05-29
BUIDL,bnb,"110,205,652.81",0.000095300,2026-05-29
BUIDL,optimism,"26,187,065.90",0.000086535,2026-05-29
BUIDL,arbitrum,"25,534,700.44",0.000086538,2026-05-29
BUIDL,polygon,"14,169,158.89",0.000094754,2026-05-29
